show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s120,TV Show,You: Season 6,,"Viola Davis, Tom Hanks, Emma Stone, Cate Blanchett, Morgan Freeman",United States,"June 9, 2020",2015,TV-MA,6 Seasons,Comedies,A gripping tale that explores complex characters through unexpected twists.
s121,Movie,Fight Club: Part 3,Denis Villeneuve,"Scarlett Johansson, Morgan Freeman, Cate Blanchett, Denzel Washington",India,"March 4, 2018",2017,G,84 min,Comedies,An award-winning production that redefines storytelling in modern cinema.
s122,TV Show,House of Cards: Season 5,Alfonso Cuaron,"Emma Stone, Meryl Streep",Spain,"July 24, 2016",2015,TV-PG,5 Seasons,Drama TV Shows,A thought-provoking narrative exploring themes of identity and redemption.
s123,TV Show,Ozark: Season 6,David Fincher,"Tom Hanks, Ryan Gosling, Cate Blanchett, Viola Davis",United States,"September 13, 2021",2019,TV-Y7,6 Seasons,"Anime Series, Kids TV, Dramas",An award-winning production that redefines storytelling in modern cinema.
s124,TV Show,Never Have I Ever,Denis Villeneuve,"Brad Pitt, Tom Hanks, Leonardo DiCaprio, Scarlett Johansson, Meryl Streep",Japan,"November 23, 2020",2014,PG-13,3 Seasons,"Horror Movies, Thrillers, Action & Adventure",An emotional journey that resonates with viewers around the world.
s125,Movie,Thunder Force,Alfonso Cuaron,"Viola Davis, Leonardo DiCaprio, Brad Pitt",United Kingdom,"October 17, 2021",2014,PG-13,166 min,"Stand-Up Comedy, Reality TV, Dramas",An award-winning production that redefines storytelling in modern cinema.
s126,Movie,Chicago 7,Spike Lee,"Meryl Streep, Tom Hanks, Emma Stone, Morgan Freeman",United States,"June 25, 2021",2019,TV-MA,136 min,"Drama TV Shows, Children & Family Movies, Stand-Up Comedy",An emotional journey that resonates with viewers around the world.
s127,Movie,Avengers Endgame,Alfonso Cuaron,"Meryl Streep, Cate Blanchett, Scarlett Johansson, Leonardo DiCaprio, Angelina Jolie",United States,"June 25, 2019",2017,TV-14,120 min,"Anime Series, Stand-Up Comedy, International Movies",A thought-provoking narrative exploring themes of identity and redemption.
s128,Movie,Oxygen,David Fincher,"Denzel Washington, Angelina Jolie",United States,"June 6, 2021",2013,NC-17,122 min,"Drama TV Shows, Kids TV",A visually stunning piece that captivates with its unique perspective.
s129,Movie,Extraction: Part 3,Steven Spielberg,"Denzel Washington, Emma Stone, Morgan Freeman",Turkey,"November 11, 2020",2016,TV-MA,112 min,"Drama TV Shows, Reality TV",An award-winning production that redefines storytelling in modern cinema.
s130,Movie,The Old Guard,David Fincher,"Meryl Streep, Emma Stone, Ryan Gosling, Denzel Washington, Tom Hanks",Mexico,"June 20, 2020",2019,TV-MA,153 min,"Stand-Up Comedy, Anime Series",An emotional journey that resonates with viewers around the world.
s131,Movie,Schindlers List: Part 3,Alfonso Cuaron,"Denzel Washington, Leonardo DiCaprio, Angelina Jolie",United Kingdom,"July 25, 2021",2020,NC-17,111 min,"Children & Family Movies, Action & Adventure, Horror Movies",A gripping tale that explores complex characters through unexpected twists.
s132,Movie,Goodfellas,Guillermo del Toro,"Brad Pitt, Leonardo DiCaprio, Meryl Streep",United States,"August 24, 2020",2019,TV-PG,97 min,"Crime TV Shows, Anime Series, Children & Family Movies",An award-winning production that redefines storytelling in modern cinema.
s133,Movie,Fight Club,,"Denzel Washington, Ryan Gosling, Angelina Jolie, Emma Stone, Scarlett Johansson",United States,"September 16, 2016",2015,TV-MA,172 min,"Horror Movies, Thrillers, Reality TV",A gripping tale that explores complex characters through unexpected twists.
s134,Movie,Forrest Gump,Steven Spielberg,"Morgan Freeman, Scarlett Johansson, Denzel Washington",United States,"June 4, 2018",2015,PG-13,134 min,"Comedies, Dramas, Romantic Movies",An emotional journey that resonates with viewers around the world.
s135,Movie,Oxygen: Part 2,,"Scarlett Johansson, Leonardo DiCaprio",United Kingdom,"May 26, 2018",2011,TV-MA,115 min,"Crime TV Shows, Action & Adventure, Romantic Movies",A visually stunning piece that captivates with its unique perspective.
s136,Movie,Black Panther,Ava DuVernay,"Brad Pitt, Meryl Streep, Denzel Washington, Tom Hanks",United States,"July 13, 2017",2016,TV-14,156 min,International Movies,A visually stunning piece that captivates with its unique perspective.
s137,Movie,Gladiator: Part 3,Steven Spielberg,"Angelina Jolie, Emma Stone, Scarlett Johansson",United States,"December 1, 2020",2020,TV-Y7,146 min,"Documentaries, Drama TV Shows",A thought-provoking narrative exploring themes of identity and redemption.
s138,Movie,Malcolm and Marie,Martin Scorsese,"Denzel Washington, Ryan Gosling",Spain,"December 2, 2020",2010,TV-Y7,93 min,"Stand-Up Comedy, Children & Family Movies, Crime TV Shows",An award-winning production that redefines storytelling in modern cinema.
s139,Movie,Saving Private Ryan,Bong Joon-ho,"Emma Stone, Viola Davis, Ryan Gosling, Angelina Jolie",United States,"August 23, 2019",2018,R,90 min,Drama TV Shows,A gripping tale that explores complex characters through unexpected twists.
s140,Movie,Inception,Ava DuVernay,"Emma Stone, Cate Blanchett, Viola Davis",Japan,"January 20, 2020",2014,G,95 min,Action & Adventure,An award-winning production that redefines storytelling in modern cinema.
s141,Movie,The Irishman,Guillermo del Toro,"Tom Hanks, Leonardo DiCaprio, Cate Blanchett, Meryl Streep, Scarlett Johansson",United States,"May 26, 2019",2019,R,149 min,International Movies,An award-winning production that redefines storytelling in modern cinema.
s142,TV Show,The Queens Gambit: Season 1,Martin Scorsese,"Brad Pitt, Angelina Jolie",United States,"August 5, 2021",2015,PG-13,1 Season,Romantic Movies,An emotional journey that resonates with viewers around the world.
s143,Movie,Parasite,,"Angelina Jolie, Meryl Streep, Cate Blanchett, Denzel Washington",Turkey,"May 22, 2016",2001,TV-MA,109 min,Anime Series,An emotional journey that resonates with viewers around the world.
s144,Movie,The Matrix,,"Cate Blanchett, Viola Davis, Morgan Freeman",France,"April 13, 2020",2015,TV-PG,139 min,"Stand-Up Comedy, International Movies",An emotional journey that resonates with viewers around the world.
s145,Movie,The Matrix,Bong Joon-ho,"Meryl Streep, Emma Stone, Viola Davis, Denzel Washington, Morgan Freeman",Australia,"July 5, 2021",2020,PG,117 min,"Thrillers, Action & Adventure",A thought-provoking narrative exploring themes of identity and redemption.
s146,Movie,The Irishman,David Fincher,"Tom Hanks, Cate Blanchett, Scarlett Johansson, Denzel Washington, Viola Davis",Japan,"October 3, 2015",2015,TV-14,85 min,"Children & Family Movies, Documentaries, Drama TV Shows",A gripping tale that explores complex characters through unexpected twists.
s147,TV Show,Bridgerton,Christopher Nolan,"Morgan Freeman, Emma Stone, Angelina Jolie, Brad Pitt",Nigeria,"November 11, 2019",2006,TV-PG,4 Seasons,Drama TV Shows,A thought-provoking narrative exploring themes of identity and redemption.
s148,Movie,Avengers Endgame,Guillermo del Toro,"Leonardo DiCaprio, Meryl Streep",Japan,"July 14, 2021",2008,PG-13,81 min,Action & Adventure,An emotional journey that resonates with viewers around the world.
s149,Movie,The Godfather: Part 3,David Fincher,"Meryl Streep, Leonardo DiCaprio, Denzel Washington, Angelina Jolie",United States,"June 4, 2016",2009,TV-PG,103 min,"Dramas, International Movies",An award-winning production that redefines storytelling in modern cinema.
s150,Movie,The Irishman,Quentin Tarantino,"Cate Blanchett, Angelina Jolie, Brad Pitt, Tom Hanks",Spain,"October 4, 2019",2013,PG-13,149 min,"Children & Family Movies, Crime TV Shows",A visually stunning piece that captivates with its unique perspective.
s151,Movie,Avengers Endgame: Part 2,Guillermo del Toro,"Brad Pitt, Tom Hanks, Denzel Washington, Morgan Freeman",United States,"December 1, 2020",2020,R,155 min,Horror Movies,An emotional journey that resonates with viewers around the world.
s152,Movie,Fight Club,Bong Joon-ho,"Angelina Jolie, Denzel Washington",Canada,"June 10, 2021",2017,PG,151 min,"Action & Adventure, Thrillers",An award-winning production that redefines storytelling in modern cinema.
s153,TV Show,Peaky Blinders: Season 5,,"Brad Pitt, Emma Stone, Viola Davis, Denzel Washington, Tom Hanks",United States,"August 21, 2017",2016,TV-Y,5 Seasons,"Dramas, Action & Adventure",An emotional journey that resonates with viewers around the world.
s154,Movie,Gladiator,Alfonso Cuaron,"Meryl Streep, Viola Davis",United Kingdom,"January 13, 2020",2018,TV-MA,152 min,"Reality TV, Crime TV Shows",A gripping tale that explores complex characters through unexpected twists.
s155,Movie,Inception,Martin Scorsese,"Emma Stone, Viola Davis",United Kingdom,"July 1, 2018",2011,R,165 min,"Drama TV Shows, Thrillers, Comedies",An emotional journey that resonates with viewers around the world.
s156,TV Show,Ozark: Season 4,Quentin Tarantino,"Meryl Streep, Leonardo DiCaprio, Denzel Washington",United States,"November 13, 2021",2021,PG-13,4 Seasons,"Dramas, Children & Family Movies, Comedies",A thought-provoking narrative exploring themes of identity and redemption.
s157,Movie,Inception,Bong Joon-ho,"Meryl Streep, Viola Davis, Scarlett Johansson",South Korea,"April 6, 2015",2014,TV-14,138 min,"Stand-Up Comedy, Comedies",A visually stunning piece that captivates with its unique perspective.
s158,Movie,Parasite,Guillermo del Toro,"Ryan Gosling, Brad Pitt",India,"September 23, 2019",2014,TV-14,85 min,"Romantic Movies, Kids TV, Children & Family Movies",A gripping tale that explores complex characters through unexpected twists.
s159,Movie,Extraction,Martin Scorsese,"Ryan Gosling, Leonardo DiCaprio, Brad Pitt, Cate Blanchett",United Kingdom,"September 7, 2019",2010,TV-Y,115 min,"Romantic Movies, International Movies",An award-winning production that redefines storytelling in modern cinema.
s160,TV Show,Orange Is the New Black,Spike Lee,"Tom Hanks, Emma Stone",United Kingdom,"April 5, 2015",2014,PG-13,3 Seasons,"Action & Adventure, Dramas, Thrillers",An emotional journey that resonates with viewers around the world.
s161,TV Show,Mindhunter,Spike Lee,"Morgan Freeman, Ryan Gosling, Viola Davis, Angelina Jolie",United States,"November 7, 2019",2019,TV-PG,1 Season,"Action & Adventure, Anime Series",An award-winning production that redefines storytelling in modern cinema.
s162,Movie,Forrest Gump,Ava DuVernay,"Scarlett Johansson, Angelina Jolie, Leonardo DiCaprio, Meryl Streep, Cate Blanchett",United Kingdom,"November 16, 2021",2001,TV-14,131 min,"Documentaries, Children & Family Movies",An emotional journey that resonates with viewers around the world.
s163,Movie,Interstellar,Martin Scorsese,"Denzel Washington, Tom Hanks",Germany,"March 21, 2017",2015,R,158 min,Documentaries,A gripping tale that explores complex characters through unexpected twists.
s164,TV Show,Sweet Tooth: Season 3,Denis Villeneuve,"Meryl Streep, Emma Stone, Scarlett Johansson",United States,"September 18, 2019",2018,PG-13,3 Seasons,Romantic Movies,An award-winning production that redefines storytelling in modern cinema.
s165,Movie,The Old Guard,Steven Spielberg,"Morgan Freeman, Leonardo DiCaprio, Viola Davis, Denzel Washington",Spain,"February 15, 2020",2020,PG,121 min,"Comedies, Children & Family Movies, Drama TV Shows",An emotional journey that resonates with viewers around the world.
s166,TV Show,Money Heist: Season 2,Denis Villeneuve,"Scarlett Johansson, Leonardo DiCaprio",United States,"August 16, 2021",2017,PG-13,2 Seasons,"International Movies, Crime TV Shows",A thought-provoking narrative exploring themes of identity and redemption.
s167,Movie,Roma,Ava DuVernay,"Denzel Washington, Brad Pitt, Scarlett Johansson, Cate Blanchett, Tom Hanks",United States,"October 7, 2016",2002,TV-14,121 min,"Documentaries, Comedies, Reality TV",An award-winning production that redefines storytelling in modern cinema.
s168,Movie,The Old Guard,Quentin Tarantino,"Scarlett Johansson, Denzel Washington, Viola Davis, Brad Pitt",United States,"February 17, 2018",2007,TV-MA,171 min,Romantic Movies,An award-winning production that redefines storytelling in modern cinema.
s169,Movie,Shawshank Redemption,David Fincher,"Cate Blanchett, Leonardo DiCaprio",Brazil,"November 7, 2018",2017,NC-17,144 min,"Action & Adventure, Drama TV Shows",An award-winning production that redefines storytelling in modern cinema.
s170,TV Show,You,Spike Lee,"Morgan Freeman, Cate Blanchett",United States,"September 21, 2017",2011,TV-Y7,3 Seasons,"Stand-Up Comedy, Horror Movies, Anime Series",An award-winning production that redefines storytelling in modern cinema.
s171,Movie,Fight Club,Martin Scorsese,"Viola Davis, Denzel Washington, Meryl Streep, Ryan Gosling",United Kingdom,"February 11, 2020",2013,TV-PG,141 min,Comedies,A gripping tale that explores complex characters through unexpected twists.
s172,TV Show,Breaking Bad: Season 3,Quentin Tarantino,"Viola Davis, Leonardo DiCaprio, Meryl Streep",Germany,"June 24, 2016",2012,NC-17,3 Seasons,"International Movies, Crime TV Shows, Drama TV Shows",An emotional journey that resonates with viewers around the world.
s173,Movie,Enola Holmes,David Fincher,"Brad Pitt, Viola Davis",Spain,"June 13, 2021",2020,R,109 min,"International Movies, Documentaries, Drama TV Shows",An emotional journey that resonates with viewers around the world.
s174,Movie,Parasite,Sofia Coppola,"Angelina Jolie, Tom Hanks, Morgan Freeman, Denzel Washington, Viola Davis",India,"June 14, 2018",2017,G,97 min,"Kids TV, Stand-Up Comedy, Drama TV Shows",An emotional journey that resonates with viewers around the world.
s175,Movie,Gladiator: Part 3,Bong Joon-ho,"Angelina Jolie, Ryan Gosling, Viola Davis, Tom Hanks",United States,"September 24, 2020",2006,TV-MA,76 min,Reality TV,A thought-provoking narrative exploring themes of identity and redemption.
s176,TV Show,The Witcher: Season 1,Alfonso Cuaron,"Emma Stone, Cate Blanchett, Denzel Washington, Tom Hanks",United States,"September 11, 2018",2011,PG-13,1 Season,"Action & Adventure, Stand-Up Comedy",An award-winning production that redefines storytelling in modern cinema.
s177,Movie,Parasite,David Fincher,"Leonardo DiCaprio, Emma Stone, Cate Blanchett",United States,"January 15, 2020",2019,PG,113 min,"Stand-Up Comedy, Crime TV Shows, Thrillers",A gripping tale that explores complex characters through unexpected twists.
s178,Movie,Parasite,Christopher Nolan,"Meryl Streep, Angelina Jolie, Denzel Washington, Scarlett Johansson",United States,"June 25, 2021",2010,TV-MA,121 min,"Thrillers, International Movies, Drama TV Shows",An award-winning production that redefines storytelling in modern cinema.
s179,TV Show,The Queens Gambit: Season 5,Spike Lee,"Ryan Gosling, Leonardo DiCaprio, Morgan Freeman, Emma Stone, Viola Davis",India,"March 1, 2017",2006,PG,5 Seasons,Romantic Movies,A gripping tale that explores complex characters through unexpected twists.
s180,Movie,Extraction,Christopher Nolan,"Angelina Jolie, Ryan Gosling, Scarlett Johansson, Tom Hanks",United States,"February 6, 2019",2007,TV-MA,132 min,Comedies,A gripping tale that explores complex characters through unexpected twists.
s181,Movie,The Matrix: Part 3,Quentin Tarantino,"Denzel Washington, Meryl Streep, Leonardo DiCaprio, Scarlett Johansson",India,"July 9, 2019",2019,PG,105 min,Action & Adventure,An award-winning production that redefines storytelling in modern cinema.
s182,Movie,Roma: Part 2,Christopher Nolan,"Brad Pitt, Tom Hanks, Cate Blanchett, Viola Davis, Meryl Streep",South Korea,"June 26, 2018",2018,TV-MA,163 min,"Comedies, Action & Adventure, Children & Family Movies",An award-winning production that redefines storytelling in modern cinema.
s183,Movie,Enola Holmes,Alfonso Cuaron,"Ryan Gosling, Morgan Freeman, Viola Davis, Cate Blanchett",Nigeria,"April 5, 2019",2010,TV-14,91 min,"Crime TV Shows, Horror Movies",An emotional journey that resonates with viewers around the world.
s184,TV Show,Stranger Things: Season 2,Martin Scorsese,"Meryl Streep, Leonardo DiCaprio",United States,"December 17, 2021",2012,TV-MA,2 Seasons,"Reality TV, Comedies, Anime Series",A gripping tale that explores complex characters through unexpected twists.
